ID,SAMPLE_NUM,BAT,TEMP,PH,DO,LATITUD,LONGITUD,COND,ORP,DATE
"SW1,184.0,39.0,29.75,9.71,118.7,0.0,0.0,1241.0,0.175,""2021-06-11 14:44:59.389751"""
"SW1,185.0,39.0,29.77,9.71,119.1,0.0,0.0,1241.6,0.175,""2021-06-11 14:45:11.927407"""
"SW1,186.0,39.0,29.74,9.71,120.4,0.0,0.0,1242.3,0.175,""2021-06-11 14:45:24.483294"""
"SW1,187.0,39.0,29.77,9.71,118.2,0.0,0.0,1242.6,0.175,""2021-06-11 14:45:37.041910"""
"SW1,188.0,39.0,29.81,9.71,119.3,0.0,0.0,1242.3,0.175,""2021-06-11 14:45:50.100210"""
"SW1,189.0,39.0,29.8,9.7,118.8,0.0,0.0,1242.1,0.175,""2021-06-11 14:46:02.656277"""
"SW1,190.0,39.0,29.81,9.7,118.7,0.0,0.0,1241.4,0.175,""2021-06-11 14:46:15.190695"""
"SW1,191.0,39.0,29.82,9.7,117.3,0.0,0.0,1242.2,0.175,""2021-06-11 14:46:27.746689"""
"SW1,192.0,39.0,29.84,9.7,115.2,0.0,0.0,1241.8,0.175,""2021-06-11 14:46:40.801197"""
"SW1,193.0,39.0,29.85,9.7,115.4,0.0,0.0,1241.3,0.175,""2021-06-11 14:46:53.356021"""
"SW1,194.0,39.0,29.86,9.7,116.0,0.0,0.0,1241.0,0.175,""2021-06-11 14:47:05.913354"""
"SW1,195.0,39.0,29.85,9.71,115.2,0.0,0.0,1240.7,0.175,""2021-06-11 14:47:18.469267"""
"SW1,196.0,39.0,29.82,9.7,118.0,0.0,0.0,1240.4,0.175,""2021-06-11 14:47:31.524953"""
"SW1,197.0,39.0,29.84,9.7,117.9,0.0,0.0,1241.5,0.175,""2021-06-11 14:47:44.060792"""
"SW1,198.0,39.0,29.83,9.71,117.0,0.0,0.0,1241.2,0.175,""2021-06-11 14:47:56.617420"""
"SW1,199.0,39.0,29.82,9.71,118.4,0.0,0.0,1240.0,0.175,""2021-06-11 14:48:09.173080"""
"SW1,200.0,39.0,29.84,9.71,119.4,0.0,0.0,1240.7,0.175,""2021-06-11 14:48:22.228500"""
"SW1,201.0,39.0,29.82,9.71,117.1,0.0,0.0,1241.3,0.175,""2021-06-11 14:48:34.759060"""
"SW1,202.0,39.0,29.84,9.71,119.0,0.0,0.0,1241.5,0.175,""2021-06-11 14:48:47.294763"""
"SW1,203.0,39.0,29.85,9.71,117.8,0.0,0.0,1241.8,0.175,""2021-06-11 14:48:59.853643"""
"SW1,204.0,39.0,29.86,9.71,119.8,0.0,0.0,1241.0,0.175,""2021-06-11 14:49:12.911957"""
"SW1,205.0,39.0,29.86,9.71,118.7,0.0,0.0,1241.5,0.175,""2021-06-11 14:49:25.468092"""
"SW1,206.0,39.0,29.86,9.71,118.8,0.0,0.0,1241.5,0.175,""2021-06-11 14:49:38.022686"""
"SW1,207.0,39.0,29.88,9.71,118.3,0.0,0.0,1241.1,0.175,""2021-06-11 14:49:50.555558"""
"SW1,208.0,39.0,29.85,9.71,118.9,0.0,0.0,1240.9,0.175,""2021-06-11 14:50:03.611289"""
"SW1,209.0,39.0,29.88,9.7,118.5,0.0,0.0,1240.6,0.175,""2021-06-11 14:50:16.166169"""
"SW1,210.0,39.0,29.88,9.7,117.5,0.0,0.0,1239.8,0.175,""2021-06-11 14:50:28.724785"""
"SW1,211.0,39.0,29.91,9.7,115.9,0.0,0.0,1239.6,0.175,""2021-06-11 14:50:41.262498"""
"SW1,212.0,39.0,29.91,9.7,115.6,0.0,0.0,1240.5,0.175,""2021-06-11 14:50:54.320274"""
"SW1,213.0,39.0,29.93,9.7,114.0,0.0,0.0,1240.6,0.175,""2021-06-11 14:51:06.875666"""
"SW1,214.0,39.0,29.95,9.7,113.4,0.0,0.0,1238.5,0.175,""2021-06-11 14:51:19.428156"""
"SW1,215.0,39.0,29.93,9.71,116.3,0.0,0.0,1239.5,0.175,""2021-06-11 14:51:31.982585"""
"SW1,216.0,39.0,29.9,9.7,117.9,0.0,0.0,1240.1,0.175,""2021-06-11 14:51:45.038034"""
"SW1,217.0,39.0,29.95,9.71,115.3,0.0,0.0,1239.1,0.175,""2021-06-11 14:51:57.574105"""
